,TMQ,QREFHT,PS,PSL,T200,T500,PRECT,TS,TREFHT,Z1000,Z200,ZBOT,Label,LOCATION,YEAR,DAY,SOUTHERN_HEMISPHERE,SIN_MONTH,COS_MONTH,WIND850_MAGNITUDE,WINDBOT_MAGNITUDE,WIND850_SIN,WIND850_COS,WINDBOT_SIN,WINDBOT_COS
0,49.68785095,0.019843776,101345.5625,101347.6328,218.5545502,268.1508179,0.0727199999999999,302.3580933,301.7938843,119.5661316,12439.52441,66.69037628,0,3,2001,12,False,1.2246467991473532e-16,-1.0,6.744237369195344,7.848959809108111,-0.03404459206147354,-0.9994203148582521,-0.2931904991193342,-0.9560540420008461
1,32.43284617812729,0.0206949757793598,97944.41547320584,100941.73036692051,220.56250671423527,266.0312265210077,0.1934269297947555,303.09816568697295,301.23393563172004,66.25300870003471,12387.744102868844,66.45425958721633,1,4,2006,24,False,-1.0,-1.8369701987210297e-16,14.031163325183174,13.077927940625973,0.5246963146170951,0.851289479217991,0.9688365633252607,0.2477008549926668
2,21.47865486,0.007956231,102631.2031,102631.2031,214.2360535,256.6029358,0.06696,292.0715942,289.3854065,219.8654785,12018.46777,63.40146255,0,0,2002,9,True,-0.866025403784439,0.49999999999999933,6.078922404950761,11.85636189192707,0.32373557777234707,-0.9461475971984522,0.44230400132866116,-0.896865190766514
3,27.54627609,0.012604233,101903.6953,101903.6953,215.1299591,265.5653687,8.136000000000001e-05,295.7989807,294.0972595,163.2545624,12283.79785,64.7250824,2,2,2008,2,True,1.2246467991473532e-16,-1.0,3.276447918451008,0.9838822401386822,0.9626496161401328,0.2707502844786223,-0.8427793339202073,0.5382592259469517
4,15.84966469,0.008850572,101348.375,101348.375,211.8182678,257.6528015,0.035712,293.1325073,291.1382141,114.5186386,11963.05957,63.83941269,0,0,1998,10,True,0.5000000000000003,-0.8660254037844385,13.431783659071062,12.297630800994007,0.47675399228719223,0.8790367630754836,0.5572136264203121,0.830369179661387
5,20.34838676,0.009710538,102231.7031,102231.7031,218.4549255,260.1746826,1.008e-05,290.7837219,290.4824829,188.217514,12133.03125,63.82725143,2,0,2004,14,True,-0.4999999999999997,-0.8660254037844388,5.350588784808581,5.527575323286671,0.06843267212752163,0.9976557369080213,-0.5326892911970714,0.8463108879389191
6,53.131781576139645,0.0181523385345561,100881.31194588932,101268.4641505139,218.6148054398883,266.2149528247576,-0.3721549334466528,302.64490878131033,301.3500832279174,66.64500082202441,12401.666742173962,65.58847311564115,1,5,2007,22,False,1.2246467991473532e-16,-1.0,8.609748230213615,25.314665226833835,0.18139996758772725,-0.9834094019070447,-0.0551963830573626,-0.9984755176254373
7,31.82429695,0.01200642,101643.8359,101643.8359,216.9743195,264.3946228,2.07e-05,298.929718,296.6048889,142.1843262,12311.875,65.15133667,2,1,2002,30,True,-1.0,-1.8369701987210297e-16,9.536156430208628,10.258877044862224,0.6718679856911521,0.7406709186969026,0.8536050773106431,-0.5209206964495566
8,28.69635201,0.014943539,101571.0938,101571.0938,216.7561798,265.7075195,0.019476,298.3249207,297.644104,136.9283905,12345.83105,65.61032104,0,1,2002,30,True,-0.4999999999999997,-0.8660254037844388,5.563264149029846,2.038726028955135,0.9374373979544831,0.34815388108755596,-0.9450400282510931,-0.3269546528238634
9,58.5477338822269,0.0221615161423907,100521.16400468012,100784.265809982,220.20234401991885,266.837413506073,-0.115474280108247,303.03651503299983,299.7631803749932,78.66975063193756,12420.763836575728,66.58819632737527,1,4,2000,1,False,0.5000000000000003,-0.8660254037844385,7.333337327158907,23.12768050638539,-0.9672313501022595,0.25389666279681666,0.43137776106815273,-0.9021713957202521
10,23.78632736,0.012239891,101588.1563,101588.1563,217.8071442,264.326355,0.0,297.7258301,296.0476074,137.3907776,12288.81836,65.13304138,0,1,2000,23,True,-0.8660254037844385,-0.5000000000000004,2.9865395904075607,2.3629918986554954,0.9974694397382727,0.071096531478099,0.9999987517284773,-0.0015800447737991069
11,20.42433357,0.011776999,101053.8047,101053.8047,219.3421326,269.0844727,8.279999999999999e-09,297.9611511,294.8982849,91.02609253,12387.61035,64.82172394,0,5,2004,3,False,-1.0,-1.8369701987210297e-16,2.246542426974988,4.419160958092644,-0.9744855137001931,0.22445040340456218,-0.9702177817597644,-0.24223429971241123
12,36.45011139,0.013971907,100961.2813,100961.2813,219.2569733,267.0335999,2.2967999999999998e-10,295.4891663,294.7688904,83.21221161,12394.49414,64.93688965,0,5,1996,9,False,0.5000000000000003,-0.8660254037844385,1.4909577151679216,3.590837374371952,-0.308273531384647,0.9512977608759725,-0.6114444682652933,0.7912873449182495
13,42.2893486,0.014063012,101722.1563,101722.1563,217.4366302,266.9017944,0.034272,296.6986694,296.1221924,149.0391846,12387.59961,65.22340393,0,0,2001,2,True,0.49999999999999994,0.8660254037844387,5.696639118216435,5.813730345830764,0.4324670966293075,0.9016497159834396,-0.17605908532273637,0.98437960080211
14,19.05615730209379,0.014102268385958,101365.2705747922,101503.3358886978,217.14315312165343,265.3003452561626,-0.3704805834977598,297.1847571743263,295.8231241378159,113.9808554333832,12403.440111363168,65.98574238283882,1,4,1996,11,False,1.2246467991473532e-16,-1.0,15.437029601440353,8.820269338392857,-0.999592901189772,0.028531244119645693,-0.9368859239917445,0.3496351890558717
15,22.741745,0.01083806,102001.2734,102001.2734,219.6024017,264.9459534,0.13788,297.5239563,294.9505005,171.4895172,12351.49609,64.72815704,2,1,2009,6,True,-0.8660254037844385,-0.5000000000000004,6.746352945304548,11.271412818232463,0.2669980695649307,-0.963697063837283,0.4286430097906434,-0.903473945478019
16,37.92377853,0.010536667,101911.3438,101911.3438,213.9432983,264.5056763,4.248e-11,292.7986145,290.4212952,161.4334412,12288.99707,63.7518425,0,5,2002,18,False,0.49999999999999994,0.8660254037844387,8.3719229044724,10.761404088115073,-0.8621386342609738,0.5066724536765571,-0.742384934678105,-0.6699735881085058
